"","Codigo.particpante","Promedio_Acumulado","Edad_a..os","Sexo.","Grado_Escolar","Colegio","Ciudad_Residencia","Nacionalidad","CI_._Factor.g.R","TA_Total","CI_Total","PE_total","Grit.S","EP_Total","O_total","CP_Total","ESP_Total","PE_Total","DA_Total","Preocupaci..n_perfeccionista","Esfuerzo_Perfeccionista","Perfeccionismo_de_.Frost","PA1","PA2","PA3","PA4","PA5","PA6","PA7","PA8","PA9","PA10","PA11","PA12","PA13","PA14","PA15","PA16","PA.Total","PSP1","PSP2","PSP3","PSP4","PSP5","PSP6","PSP7","PSP8","PSP9","PSP_Total","POO1","POO2","POO3","POO4","POO5","POO6","POO7","POO_Total","iq_g_115","iq_g_128","iq_g_median","even_odd","location","total_score_oros"
"1",1,"3.6",13,"2",6,5,3,1,107,17,3.4375,4.0625,3.75,19,22,9,19,26,13,67,41,108,3,3,2,2,2,1,2,1,3,3,3,1,2,1,3,2,34,2,1,3,2,1,1,1,2,1,14,3,1,2,1,3,1,1,12,"below115","below128","above_m","odd","col",60
"2",2,"2.9",11,"1",6,5,3,1,104,16,3.125,2.8125,2.96875,17,21,14,22,24,18,73,43,116,2,2,2,1,1,2,2,1,2,3,2,3,2,3,3,3,34,2,2,2,2,3,2,1,2,2,18,1,1,1,1,1,1,1,7,"below115","below128","above_m","even","col",59
"3",3,"3.4",15,"2",7,5,3,1,112,23,1.5625,4.0625,2.8125,11,24,10,23,16,8,45,47,92,2,2,1,1,2,1,2,2,1,3,1,1,1,1,2,1,24,2,3,2,1,3,1,3,1,1,17,1,1,1,1,1,1,1,7,"below115","below128","above_m","odd","col",48
"4",4,"",12,"1",7,4,1,1,97,8,5,4.0625,4.53125,22,30,17,32,41,20,100,62,162,3,3,1,2,2,1,2,2,2,2,2,1,1,1,3,3,31,2,3,1,3,3,2,2,1,3,20,1,1,2,1,3,1,1,10,"below115","below128","below_m","even","col",61
"5",5,"",13,"1",8,4,1,1,107,8,4.0625,2.1875,3.125,17,10,17,19,17,8,59,29,88,2,2,3,1,1,3,1,1,1,1,1,1,1,3,1,1,24,1,1,3,1,1,2,3,3,3,18,1,1,3,1,1,1,1,9,"below115","below128","above_m","odd","col",51
"6",6,"",12,"1",6,10,5,2,95,23,3.125,3.75,3.4375,20,25,11,28,24,14,69,53,122,3,3,2,3,2,1,3,3,2,3,1,2,3,1,3,1,36,3,1,2,3,2,1,2,2,2,18,1,1,2,1,2,1,1,9,"below115","below128","below_m","even","mex",63
"7",7,"",14,"2",8,6,1,1,76,23,1.875,3.125,2.5,18,23,15,34,15,17,65,57,122,1,2,2,1,2,3,3,3,1,1,1,3,3,1,1,1,29,3,1,3,3,2,1,2,3,2,20,1,1,2,1,1,1,1,8,"below115","below128","below_m","odd","col",57
"8",8,"",14,"1",8,7,5,2,75,23,4.0625,2.8125,3.4375,14,23,9,21,22,12,57,44,101,2,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,43,2,2,1,1,1,1,1,1,3,13,1,1,1,1,1,1,1,7,"below115","below128","below_m","even","mex",63
"9",9,"",14,"1",9,7,5,2,101,21,2.8125,4.375,3.59375,14,18,9,32,26,12,61,50,111,3,2,3,2,2,2,3,2,3,2,3,2,3,1,3,1,37,3,1,1,1,1,1,2,1,1,12,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","mex",56
"10",10,"",13,"1",6,6,1,3,107,22,3.125,3.4375,3.28125,12,28,10,26,18,16,56,54,110,3,3,1,3,2,1,3,3,2,3,1,3,3,2,3,2,38,3,1,3,2,3,1,2,1,3,19,1,1,3,1,2,1,1,10,"below115","below128","above_m","even","col",67
"11",11,"",14,"1",8,6,1,1,105,20,3.4375,3.125,3.28125,16,14,8,18,16,12,52,32,84,3,3,2,3,1,1,1,1,3,3,2,3,2,3,3,2,36,2,1,2,1,1,3,2,1,3,16,2,2,1,1,2,1,1,10,"below115","below128","above_m","odd","col",62
"12",12,"",13,"2",8,1,1,1,72,25,4.375,3.75,4.0625,17,30,13,29,12,16,58,59,117,3,3,3,3,2,1,2,2,3,3,3,3,1,2,2,1,37,3,1,3,2,3,2,3,2,2,21,1,1,1,1,1,1,1,7,"below115","below128","below_m","even","col",65
"13",13,"4.2",14,"1",7,4,1,1,101,12,5,1.25,3.125,9,15,8,18,23,20,60,33,93,2,1,2,2,1,1,1,1,3,3,2,1,1,1,1,1,24,1,3,1,1,1,1,1,2,1,12,1,2,1,1,1,1,1,8,"below115","below128","below_m","odd","col",44
"14",14,"3.4",12,"1",6,5,3,1,83,23,2.1875,5,3.59375,17,28,9,26,29,20,75,54,129,2,2,3,2,1,2,3,1,1,3,2,2,2,3,3,3,35,2,2,2,2,1,1,2,1,2,15,2,1,2,1,1,1,1,9,"below115","below128","below_m","even","col",59
"15",15,"",11,"1",6,10,5,2,90,22,3.125,3.125,3.125,17,24,12,28,27,11,67,52,119,1,1,2,2,1,2,1,2,1,3,3,2,3,2,2,2,30,2,1,1,2,1,1,1,2,3,14,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","mex",51
"16",16,"3.2",12,"1",7,5,3,1,112,21,4.375,3.75,4.0625,23,25,19,25,37,19,98,50,148,3,3,2,3,3,2,3,2,2,3,2,3,2,3,3,3,42,3,3,2,3,3,2,2,2,3,23,1,2,1,1,2,1,1,9,"below115","below128","above_m","even","col",74
"17",17,"3.3",16,"2",9,5,3,1,103,22,2.5,4.0625,3.28125,14,27,13,30,16,13,56,57,113,3,1,2,2,1,2,1,2,2,2,3,1,3,1,2,1,29,1,1,3,2,1,1,2,2,1,14,2,1,1,1,2,1,1,9,"below115","below128","above_m","odd","col",52
"18",18,"3.6",13,"2",7,5,3,1,119,21,1.25,3.4375,2.34375,15,24,7,27,20,12,54,51,105,2,2,2,3,2,1,1,1,1,2,2,1,1,1,2,1,25,2,1,2,3,1,1,2,2,1,15,1,1,1,1,2,1,1,8,"above115","below128","above_m","even","col",48
"19",19,"3.2",14,"1",7,5,3,1,90,19,4.0625,2.8125,3.4375,20,23,14,25,36,20,90,48,138,3,3,2,2,1,1,2,1,2,3,2,3,1,3,3,3,35,3,3,2,3,3,2,2,2,2,22,1,1,2,1,1,1,1,8,"below115","below128","below_m","odd","col",65
"20",20,"",11,"2",7,7,5,2,82,22,2.5,4.375,3.4375,12,22,9,19,23,12,56,41,97,2,2,1,1,1,3,1,1,1,2,1,1,2,1,2,1,23,1,1,2,1,1,1,1,1,2,11,1,2,2,1,1,1,1,9,"below115","below128","below_m","even","mex",43
"21",21,"",12,"2",7,7,5,2,95,14,4.0625,2.5,3.28125,19,30,12,26,12,10,53,56,109,3,2,3,2,2,3,1,1,3,3,3,2,3,3,2,1,37,2,2,2,1,1,1,1,1,2,13,2,1,3,1,1,2,1,11,"below115","below128","below_m","odd","mex",61
"22",22,"3.1",14,"1",7,5,3,1,95,19,1.5625,3.125,2.34375,13,17,9,19,27,20,69,36,105,1,2,1,2,1,1,1,1,2,3,3,3,3,2,3,3,32,2,3,2,2,3,1,3,2,1,19,1,1,2,1,1,1,1,8,"below115","below128","below_m","even","col",59
"23",23,"",11,"1",6,6,1,1,117,10,2.1875,2.1875,2.1875,11,21,4,20,21,6,42,41,83,2,3,2,1,2,1,2,2,2,2,1,1,1,1,2,2,27,1,1,1,2,1,1,1,1,1,10,1,1,1,1,2,1,1,8,"above115","below128","above_m","odd","col",45
"24",24,"",11,"1",6,6,1,1,104,24,1.25,4.0625,2.65625,13,30,4,28,12,4,33,58,91,3,3,2,2,2,1,3,2,2,2,1,2,2,1,3,1,32,2,1,3,3,1,1,1,2,2,16,1,1,1,1,2,1,1,8,"below115","below128","above_m","even","col",56
"25",25,"",12,"1",8,8,6,2,111,18,3.125,3.125,3.125,21,22,16,24,29,17,83,46,129,2,2,2,3,2,2,3,2,3,2,2,2,3,2,3,1,36,3,2,2,2,3,3,2,3,3,23,1,1,2,1,2,1,1,9,"below115","below128","above_m","odd","mex",68
"26",26,"3.6",13,"2",7,5,3,1,108,19,2.5,4.0625,3.28125,8,18,4,14,13,4,29,32,61,2,1,1,1,1,3,1,1,3,2,1,1,1,1,1,1,22,1,1,2,1,1,1,2,1,1,11,1,1,1,1,1,1,1,7,"below115","below128","above_m","even","col",40
"27",27,"",12,"2",6,10,5,2,79,12,2.5,2.8125,2.65625,11,21,9,24,16,8,44,45,89,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","mex",34
"28",28,"",13,"1",8,8,6,2,107,14,3.75,2.1875,2.96875,8,10,5,8,10,4,27,18,45,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,31,2,1,2,2,2,2,1,2,1,15,1,1,1,1,1,1,1,7,"below115","below128","above_m","even","mex",53
"29",29,"4.2",12,"2",6,4,1,1,113,13,3.125,2.8125,2.96875,15,19,11,24,21,15,62,43,105,2,2,2,1,1,1,2,1,2,3,2,3,2,3,2,2,31,2,2,2,2,2,1,1,2,2,16,1,1,2,1,1,1,1,8,"below115","below128","above_m","odd","col",55
"30",30,"",15,"2",9,6,1,1,90,15,3.4375,2.5,2.96875,16,18,11,18,26,9,62,36,98,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,24,3,2,3,3,2,1,1,2,2,19,1,1,1,1,1,1,1,7,"below115","below128","below_m","even","col",50
"31",31,"3.3",14,"1",9,5,3,1,86,19,2.8125,3.4375,3.125,10,24,10,21,25,11,56,45,101,2,1,2,2,1,1,1,1,2,3,1,1,2,3,3,2,28,1,2,3,1,1,2,3,1,2,16,1,1,2,1,1,1,1,8,"below115","below128","below_m","odd","col",52
"32",32,"",13,"2",8,6,1,1,116,19,1.875,4.375,3.125,9,14,4,25,11,4,28,39,67,2,1,2,2,1,3,1,1,1,1,2,1,2,1,1,1,23,1,1,2,1,1,1,2,1,1,11,1,1,2,1,1,1,1,8,"above115","below128","above_m","even","col",42
"33",33,"",14,"1",7,6,1,1,108,19,2.5,2.8125,2.65625,18,27,8,29,17,15,58,56,114,2,2,2,2,2,1,2,2,2,3,1,1,1,1,2,1,27,3,1,3,3,1,2,2,1,2,18,3,2,1,1,3,1,1,12,"below115","below128","above_m","odd","col",57
"34",34,"",13,"1",8,9,5,2,109,25,1.875,5,3.4375,12,24,4,28,14,6,36,52,88,3,3,3,2,2,3,2,2,2,2,2,1,2,1,2,1,33,1,1,3,1,1,1,2,1,1,12,2,3,2,1,2,2,3,15,"below115","below128","above_m","even","mex",60
"35",35,"",14,"2",9,7,5,2,88,18,3.125,4.375,3.75,13,22,13,19,24,11,61,41,102,2,1,1,2,1,1,1,1,3,3,3,3,3,3,3,1,32,2,1,1,1,1,1,1,1,2,11,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","mex",50
"36",36,"",15,"2",8,6,1,1,96,25,2.1875,4.375,3.28125,21,24,9,28,31,16,77,52,129,2,3,1,1,1,1,1,2,2,3,2,2,1,3,1,1,27,2,2,2,2,2,2,1,2,2,17,1,1,3,1,1,1,1,9,"below115","below128","below_m","even","col",53
"37",37,"",13,"2",9,7,5,2,76,24,2.8125,2.8125,2.8125,19,29,17,30,36,19,91,59,150,3,3,2,3,3,1,2,2,2,3,1,3,2,3,3,3,39,3,1,3,2,1,2,1,2,3,18,1,1,2,1,3,1,1,10,"below115","below128","below_m","odd","mex",67
"38",38,"",13,"2",8,3,4,1,111,19,2.5,3.75,3.125,15,24,15,32,36,15,81,56,137,3,3,3,3,2,2,3,1,3,3,2,3,3,3,3,3,43,2,2,2,2,1,1,3,1,2,16,1,1,1,1,3,1,1,9,"below115","below128","above_m","even","col",68
"39",39,"",11,"2",6,5,3,1,117,25,1.25,3.125,2.1875,21,25,8,34,19,12,60,59,119,3,3,3,3,1,1,3,3,1,3,1,3,2,1,1,1,33,1,1,1,3,1,1,1,1,1,11,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",51
"40",40,"3.4",14,"2",8,5,3,1,105,17,1.25,4.0625,2.65625,20,26,17,28,16,19,72,54,126,3,2,3,2,2,1,1,1,2,3,3,3,2,3,3,3,37,2,2,2,3,1,1,2,1,3,17,1,1,1,1,1,1,1,7,"below115","below128","above_m","even","col",61
"41",41,"",12,"2",7,7,5,2,110,22,2.8125,3.125,2.96875,15,23,14,28,33,15,77,51,128,2,2,3,3,3,3,1,1,2,3,2,2,2,2,3,3,37,2,2,2,3,1,1,1,1,3,16,1,1,1,1,2,1,1,8,"below115","below128","above_m","odd","mex",61
"42",42,"",11,"2",7,7,5,2,100,23,2.8125,2.8125,2.8125,8,22,5,18,14,14,41,40,81,2,2,1,3,1,2,2,1,1,3,1,2,1,3,3,2,30,2,3,1,3,3,1,1,1,3,18,1,1,1,1,1,1,1,7,"below115","below128","below_m","even","mex",55
"43",43,"3.7",14,"1",7,5,3,1,100,23,4.0625,3.75,3.90625,20,24,11,27,30,14,75,51,126,3,3,2,2,2,2,2,3,3,3,3,3,2,1,3,1,38,2,2,3,2,1,1,3,2,3,19,1,1,3,1,2,1,1,10,"below115","below128","below_m","odd","col",67
"44",44,"4.1",15,"2",9,5,3,1,112,20,3.4375,4.375,3.90625,15,27,9,27,18,15,57,54,111,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,22,1,1,2,2,1,1,2,1,2,13,1,1,2,1,2,1,2,10,"below115","below128","above_m","even","col",45
"45",45,"",13,"1",7,1,1,1,112,24,4.6875,4.375,4.53125,16,29,10,23,16,15,57,52,109,2,2,2,3,2,2,1,1,2,2,2,1,1,1,2,1,27,1,1,2,1,1,1,3,1,2,13,1,1,1,1,1,1,1,7,"below115","below128","above_m","odd","col",47
"46",46,"4.2",13,"2",8,4,1,1,89,20,2.5,4.6875,3.59375,24,23,13,29,40,15,92,52,144,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,44,3,2,2,3,2,2,2,2,3,21,2,2,3,3,3,2,3,18,"below115","below128","below_m","even","col",83
"47",47,"3.4",15,"2",7,5,3,1,104,25,2.8125,4.375,3.59375,12,14,9,12,21,18,60,26,86,3,3,3,3,2,1,3,1,2,3,1,3,1,1,3,3,36,3,3,1,2,1,2,1,3,2,18,1,1,2,1,1,2,1,9,"below115","below128","above_m","odd","col",63
"48",48,"3.7",12,"1",6,5,3,1,111,5,3.125,2.1875,2.65625,15,26,8,26,14,12,49,52,101,2,2,1,2,1,1,2,1,1,3,1,2,1,2,1,1,24,2,1,2,2,1,1,1,1,2,13,1,2,1,1,2,1,1,9,"below115","below128","above_m","even","col",46
"49",49,"",12,"2",6,3,4,1,104,12,2.1875,2.5,2.34375,16,19,17,24,38,18,89,43,132,2,3,1,2,3,2,1,3,3,2,3,2,3,3,3,2,38,3,3,3,3,2,2,3,3,2,24,1,3,2,3,1,2,3,15,"below115","below128","above_m","odd","col",77
"50",50,"4,1",14,"1",8,5,3,1,89,23,1.5625,4.375,2.96875,15,29,11,27,21,10,57,56,113,3,2,2,2,1,1,2,1,2,3,2,2,2,2,2,1,30,2,2,3,2,2,1,1,2,2,17,1,1,2,1,2,1,1,9,"below115","below128","below_m","even","col",56
"51",51,"",13,"2",8,7,5,2,78,24,3.125,2.8125,2.96875,18,22,11,22,26,8,63,44,107,2,3,1,1,2,1,2,2,2,2,2,3,1,1,3,1,29,2,1,2,2,1,2,1,2,2,15,1,2,2,1,2,1,2,11,"below115","below128","below_m","odd","mex",55
"52",52,"",12,"2",7,7,5,2,88,18,2.1875,2.8125,2.5,13,20,7,17,30,15,65,37,102,2,2,3,1,2,1,2,3,2,1,1,1,2,3,3,2,31,1,2,2,1,2,2,3,1,2,16,1,2,2,1,2,1,1,10,"below115","below128","below_m","even","mex",57
"53",53,"",13,"2",8,7,5,2,98,23,4.0625,3.75,3.90625,14,26,16,30,31,17,78,56,134,2,3,1,3,1,1,2,1,2,3,1,3,3,3,2,2,33,2,3,2,3,3,1,1,2,3,20,1,1,2,1,1,1,1,8,"below115","below128","below_m","odd","mex",61
"54",54,"",11,"2",6,10,5,2,97,19,2.1875,3.125,2.65625,8,27,11,29,25,12,56,56,112,3,3,1,1,2,1,2,1,2,3,1,1,3,3,2,2,31,1,2,1,1,2,1,2,1,3,14,1,1,2,1,1,1,1,8,"below115","below128","below_m","even","mex",53
"55",55,"",16,"2",9,6,1,1,88,25,1.5625,5,3.28125,18,30,10,21,12,8,48,51,99,2,3,2,3,2,1,2,1,1,3,1,1,1,1,2,1,27,3,1,1,3,1,1,1,1,1,13,1,2,1,1,1,1,1,8,"below115","below128","below_m","odd","col",48
"56",56,"",13,"1",8,1,1,1,100,22,4.0625,3.75,3.90625,16,26,13,28,33,15,77,54,131,3,3,1,2,2,1,2,2,2,3,2,3,2,3,3,3,37,2,2,1,1,1,1,1,1,2,12,1,1,1,1,1,1,1,7,"below115","below128","below_m","even","col",56
"57",57,"",12,"1",7,3,4,1,88,22,5,2.8125,3.90625,15,26,16,31,43,18,92,57,149,3,3,2,3,2,1,2,2,3,3,2,3,3,3,3,3,41,2,1,2,2,2,1,1,2,3,16,1,1,1,1,3,1,1,9,"below115","below128","below_m","odd","col",66
"58",58,"",12,"2",7,7,5,2,110,18,3.125,2.5,2.8125,11,23,6,21,22,12,51,44,95,2,2,2,1,1,1,1,1,2,3,2,2,1,1,3,2,27,1,2,1,1,1,1,1,1,3,12,1,2,2,1,1,1,1,9,"below115","below128","above_m","even","mex",48
"59",59,"3.6",12,"1",6,5,3,1,111,23,2.1875,3.75,2.96875,13,23,16,15,17,9,55,38,93,2,2,1,1,1,1,1,1,2,3,1,3,1,3,3,2,28,1,1,1,1,1,1,1,2,3,12,1,1,1,1,1,1,1,7,"below115","below128","above_m","odd","col",47
"60",60,"",14,"2",9,1,1,1,95,24,3.4375,5,4.21875,16,28,6,29,24,7,53,57,110,2,2,3,3,3,3,1,1,2,3,2,3,3,2,3,2,38,1,2,2,2,1,1,2,1,1,13,1,1,2,1,3,1,1,10,"below115","below128","below_m","even","col",61
"61",61,"",12,"1",7,2,1,1,99,24,2.5,3.4375,2.96875,10,30,13,25,17,13,53,55,108,2,2,2,1,1,1,1,1,3,2,1,3,3,3,3,3,32,2,3,1,2,3,1,1,2,3,18,1,2,1,1,2,2,1,10,"below115","below128","below_m","odd","col",60
"62",62,"3.5",15,"2",7,5,3,1,117,19,2.8125,3.125,2.96875,15,23,15,24,19,5,54,47,101,1,1,1,3,1,1,1,1,2,3,2,1,3,1,1,1,24,1,1,2,1,1,1,1,1,2,11,1,1,1,1,1,1,1,7,"above115","below128","above_m","even","col",42
"63",63,"",13,"2",6,6,1,1,99,25,2.5,2.5,2.5,14,18,10,11,23,18,65,29,94,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,2,2,2,2,2,2,2,2,2,18,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","col",57
"64",64,"4.2",13,"1",8,4,1,1,98,21,4.0625,3.125,3.59375,23,23,18,25,36,19,96,48,144,3,2,2,3,2,1,2,1,2,3,1,3,3,3,3,2,36,2,2,3,3,2,2,2,2,2,20,2,1,1,1,3,1,1,10,"below115","below128","below_m","even","col",66
"65",65,"",13,"1",9,7,5,2,98,21,3.75,3.125,3.4375,12,27,13,17,18,10,53,44,97,2,2,1,1,1,1,2,1,2,3,3,3,2,1,3,2,30,1,2,3,2,3,2,1,2,2,18,1,1,2,1,2,1,1,9,"below115","below128","below_m","odd","mex",57
"66",66,"",14,"2",8,6,1,1,100,5,1.5625,3.125,2.34375,14,24,15,28,35,19,83,52,135,2,1,1,1,1,1,2,2,1,3,2,1,2,3,3,1,27,1,1,1,2,1,1,1,1,3,12,1,2,1,1,1,1,1,8,"below115","below128","below_m","even","col",47
"67",67,"",12,"2",6,6,1,1,74,25,2.1875,4.0625,3.125,12,20,7,8,21,12,52,28,80,3,2,1,1,1,1,1,2,1,2,1,2,1,2,3,2,26,1,1,1,1,1,1,1,1,2,10,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","col",43
"68",68,"",13,"1",6,6,1,1,92,24,3.75,3.125,3.4375,11,26,8,26,9,4,32,52,84,3,3,2,3,1,1,3,3,2,3,2,1,1,2,2,1,33,3,1,3,1,1,1,3,1,3,17,1,1,1,1,2,1,1,8,"below115","below128","below_m","even","col",58
"69",69,"",14,"1",9,7,5,2,84,24,4.375,3.75,4.0625,21,26,15,27,25,16,77,53,130,3,2,2,2,2,2,2,3,1,2,1,2,2,1,2,2,31,3,2,2,3,2,2,2,3,2,21,1,2,1,1,1,1,1,8,"below115","below128","below_m","odd","mex",60
"70",70,"",12,"1",7,6,1,1,91,13,3.4375,1.875,2.65625,17,19,12,19,25,15,69,38,107,2,1,1,2,3,3,2,2,3,2,1,2,3,3,2,2,34,2,1,3,1,2,1,2,1,2,15,3,1,3,1,1,2,1,12,"below115","below128","below_m","even","col",61
"71",71,"3.3",12,"1",7,5,3,3,88,18,3.4375,3.75,3.59375,20,21,17,21,26,17,80,42,122,1,2,2,3,1,1,2,2,2,3,2,3,3,3,3,3,36,3,3,2,3,3,3,1,2,3,23,1,1,2,1,2,1,1,9,"below115","below128","below_m","odd","col",68
"72",72,"",14,"1",9,7,5,2,73,16,4.375,2.1875,3.28125,11,24,17,22,33,8,69,46,115,1,2,3,3,1,3,1,1,1,2,3,1,3,2,1,3,31,2,3,1,2,2,1,3,1,3,18,1,2,1,3,2,3,2,14,"below115","below128","below_m","even","mex",63
"73",73,"",10,"2",7,8,6,2,112,25,1.875,4.375,3.125,9,29,4,27,14,6,33,56,89,2,3,2,2,2,1,2,2,2,2,1,1,3,2,2,1,30,1,1,1,1,1,1,1,1,1,9,3,2,2,1,1,1,1,11,"below115","below128","above_m","odd","mex",50
"74",74,"",13,"1",6,6,1,1,99,22,3.4375,4.0625,3.75,19,30,16,33,35,18,88,63,151,2,2,2,2,1,1,2,1,2,3,2,3,2,3,3,3,34,3,3,3,3,3,1,3,3,3,25,1,1,3,1,2,1,1,10,"below115","below128","below_m","even","col",69
"75",75,"",15,"1",9,6,1,1,112,17,4.0625,2.8125,3.4375,21,24,14,28,26,12,73,52,125,2,2,1,2,1,1,1,1,1,2,1,3,3,3,3,3,30,3,3,1,1,2,1,1,3,3,18,2,1,1,1,1,1,1,8,"below115","below128","above_m","odd","col",56
"76",76,"",11,"2",6,6,1,1,109,22,1.5625,3.4375,2.5,23,28,16,33,33,14,86,61,147,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,23,2,1,2,2,1,2,1,2,1,14,1,1,1,1,1,1,1,7,"below115","below128","above_m","even","col",44
"77",77,"",12,"1",7,8,6,2,106,7,2.1875,2.1875,2.1875,21,22,10,20,33,10,74,42,116,1,3,2,3,1,3,2,3,3,2,3,2,3,1,2,1,35,2,1,1,2,2,3,2,1,3,17,3,2,1,3,2,1,2,14,"below115","below128","above_m","odd","mex",66
"78",78,"",13,"1",8,1,1,1,103,18,3.75,3.4375,3.59375,15,19,9,23,32,15,71,42,113,2,3,3,2,2,3,2,2,2,3,2,2,3,3,1,2,37,2,2,2,2,1,1,1,2,2,15,2,2,2,1,2,2,1,12,"below115","below128","above_m","even","col",64
"79",79,"",14,"1",8,3,4,1,98,24,1.25,4.6875,2.96875,16,27,10,29,13,13,52,56,108,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,23,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","col",40
"80",80,"",12,"1",7,7,5,2,117,21,3.125,3.75,3.4375,17,27,10,25,18,13,58,52,110,2,2,1,2,2,1,2,2,2,3,2,3,3,3,3,1,34,1,1,3,2,1,1,2,2,2,15,2,1,2,1,1,1,1,9,"above115","below128","above_m","even","mex",58
"81",81,"",11,"2",6,6,1,1,95,18,2.8125,3.4375,3.125,21,19,14,15,24,12,71,34,105,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,24,1,1,2,1,1,1,1,1,1,10,1,3,2,1,3,1,1,12,"below115","below128","below_m","odd","col",46
"82",82,"4.2",13,"2",8,4,1,1,111,17,1.875,4.0625,2.96875,15,25,8,29,34,18,75,54,129,3,2,3,3,3,3,2,1,3,3,3,2,3,2,3,1,40,1,1,1,1,1,1,1,2,1,10,1,2,3,1,2,1,1,11,"below115","below128","above_m","even","col",61
"83",83,"3.4",14,"1",6,5,3,1,99,17,4.6875,2.8125,3.75,24,21,20,29,34,19,97,50,147,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,47,3,3,1,3,3,3,1,3,3,23,3,2,3,2,1,1,1,13,"below115","below128","below_m","odd","col",83
"84",84,"2.9",12,"1",6,5,3,1,100,20,3.75,3.4375,3.59375,21,20,9,25,32,14,76,45,121,3,3,2,3,2,1,3,2,3,3,3,3,3,2,3,1,40,2,2,3,3,2,2,2,2,3,21,2,1,2,1,2,1,1,10,"below115","below128","below_m","even","col",71
"85",85,"",15,"1",7,6,1,1,86,23,3.125,2.8125,2.96875,16,29,12,30,23,14,65,59,124,3,3,1,2,1,1,2,1,1,3,1,1,3,1,1,1,26,3,1,3,2,1,1,1,1,2,15,1,1,3,1,1,1,1,9,"below115","below128","below_m","odd","col",50
"86",86,"3.4",13,"2",8,5,3,1,87,24,3.75,4.0625,3.90625,22,26,18,33,24,12,76,59,135,3,3,2,2,2,1,3,1,2,2,2,3,1,1,2,1,31,3,1,3,3,1,2,2,3,2,20,1,1,1,1,2,2,1,9,"below115","below128","below_m","even","col",60
"87",87,"3.3",12,"1",7,5,3,1,101,18,2.8125,3.4375,3.125,12,20,17,18,27,13,69,38,107,1,1,1,2,1,2,1,2,2,2,3,1,3,2,2,2,28,1,3,1,1,1,1,2,1,3,14,1,1,1,1,2,1,1,8,"below115","below128","below_m","odd","col",50
"88",88,"3.5",15,"1",9,5,2,1,93,24,2.5,3.4375,2.96875,21,24,12,28,30,14,77,52,129,3,3,2,2,2,1,3,2,2,3,3,3,3,3,3,3,41,3,2,2,2,3,2,2,1,3,20,2,1,2,1,2,1,1,10,"below115","below128","below_m","even","col",71
"89",89,"",11,"1",6,6,1,1,85,25,2.8125,5,3.90625,15,18,16,27,9,20,60,45,105,2,2,1,3,2,1,2,2,1,3,1,1,1,1,3,1,27,1,1,2,3,1,1,1,1,3,14,1,3,1,1,1,1,1,9,"below115","below128","below_m","odd","col",50
"90",90,"",11,"2",6,10,5,2,95,19,1.25,1.875,1.5625,10,17,7,19,17,9,43,36,79,2,3,3,3,2,1,2,1,3,2,2,2,3,3,3,2,37,1,1,1,1,1,1,1,1,2,10,1,1,2,1,1,1,1,8,"below115","below128","below_m","even","mex",55
"91",91,"",14,"1",9,7,5,2,80,22,3.125,3.125,3.125,17,22,13,21,31,14,75,43,118,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,44,2,3,3,3,2,2,3,2,2,22,2,1,1,1,1,1,1,8,"below115","below128","below_m","odd","mex",74
"92",92,"4",14,"2",8,5,3,1,113,17,2.1875,2.5,2.34375,14,14,8,17,12,9,43,31,74,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,23,2,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1,8,"below115","below128","above_m","even","col",41
"93",93,"",11,"2",6,10,5,2,111,11,2.5,1.5625,2.03125,12,21,15,28,40,19,86,49,135,2,2,1,3,1,1,1,1,1,3,1,3,1,3,3,3,30,1,1,1,1,1,2,1,1,3,12,1,1,1,1,1,1,1,7,"below115","below128","above_m","odd","mex",49
"94",94,"3.4",12,"1",7,5,3,1,100,19,2.8125,2.1875,2.5,15,19,8,21,23,11,57,40,97,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,26,1,1,2,2,1,1,1,1,2,12,1,2,2,1,2,1,1,10,"below115","below128","below_m","even","col",48
